id;question;answer;unit;category;answer_type
1174;W którym roku rozpoczęła się zimna wojna (w przybliżeniu)?;1947.0;rok;historia;około
1175;Ile centymetrów to 5 m?;500.0;cm;konwersje/dystans;wyliczone(≈)
1176;Ile lat żyje antylopa (w przybliżeniu)?;15.0;lat;natura/zwierzęta;około
1177;Ile bitów ma bajt?;8.0;bit;technologia;fakt
1178;Ile klatek na sekundę ma typowa animacja w grach (w przybliżeniu)?;60.0;fps;popkultura/gry;typowo
1179;Ile wynosi 80% z 10?;8.0;jedn.;konwersje/procenty;wyliczone(≈)
1180;Ile warstw ma model OSI?;7.0;szt.;technologia/sieci;fakt
1181;Ile wynosi 5% z 80?;4.0;jedn.;konwersje/procenty;wyliczone(≈)
1182;Ile lat żyje delfin (w przybliżeniu)?;25.0;lat;natura/zwierzęta;około
1183;Ile gramów to 0.2 kg?;200.0;g;konwersje/masa;wyliczone(≈)
1184;Ile godzin ma 6 tygodnie?;1008.0;h;konwersje/czas;wyliczone(≈)
1185;W którym roku rozpoczęła się wojna w Wietnamie (eskalacja USA, około)?;1965.0;rok;historia;około
1186;Ile małych kwadratów 3×3 ma sudoku 9×9?;9.0;kwadratów;gry/logika;fakt
1187;Ile hobbitów towarzyszyło Drużynie Pierścienia?;4.0;osób;popkultura/fantasy;fakt
1188;Ile lat żyje bóbr (w przybliżeniu)?;10.0;lat;natura/zwierzęta;około
1189;Ile to jest par 72 (typowa suma) – ile uderzeń „par” na 18 dołkach (w przybliżeniu)?;72.0;uderzeń;sport/golf;typowo
1190;Ile gości ma typowe duże wesele (w przybliżeniu)?;100.0;osób;świat/społeczeństwo;typowo
1191;Ile palców ma człowiek u stóp?;5.0;szt.;człowiek;fakt
1192;W którym roku wynaleziono penicylinę (odkrycie Fleminga)?;1928.0;rok;historia;fakt
1193;Ile lat żyje gołąb (w przybliżeniu)?;6.0;lat;natura/zwierzęta;około
1194;Ile sekund trwa godzina?;3600.0;s;czas;fakt
1195;Ile krajów jest na świecie (w przybliżeniu)?;195.0;krajów;świat/geografia;około
1196;W którym roku miał premierę film „Szczęki”?;1975.0;rok;historia;fakt
1197;Ile lat ma wiek (stulecie)?;100.0;lat;czas;fakt
1198;Ile prac (zadań) ma Herakles/Herkules?;12.0;szt.;kultura/mitologia;fakt
1199;Ile państw tworzy Skandynawię (w ścisłym rozumieniu)?;3.0;państwa;geografia;umownie
1200;Ile lat trwa „wojna stuletnia” z nazwy?;100.0;lat;kultura/historia;umownie
1201;Ile minut ma półtorej godziny?;90.0;min;czas/ciekawostki;wyliczone(≈)
1202;Ile metrów ma bieg na 100 m?;100.0;m;sport/lekkoatletyka;fakt
1203;Ile łap ma kot?;4.0;szt.;natura/zwierzęta;fakt
1204;W którym roku miała miejsce katastrofa promu Challenger?;1986.0;rok;historia;fakt
1205;Ile wynosi 90% z 500?;450.0;jedn.;konwersje/procenty;wyliczone(≈)
1206;Ile aktów ma typowa sztuka teatralna (w przybliżeniu)?;3.0;akty;kultura/teatr;typowo
1207;Ile kanałów ma typowe Wi‑Fi 2.4 GHz (liczba kanałów w standardzie, w przybliżeniu)?;13.0;kanałów;technologia/sieci;stan(2025)
1208;Ile litrów ma typowa butelka szampana?;0.75;l;kuchnia/napoje;typowo
1209;Ile minut trwa typowy odcinek serialu komediowego (bez reklam, w przybliżeniu)?;22.0;min;popkultura/seriale;typowo
1210;Ile lat żyje jeż (w przybliżeniu)?;7.0;lat;natura/zwierzęta;około
1211;Ile cyfr ma system szesnastkowy (ile symboli)?;16.0;szt.;technologia;fakt
1212;Ile razy dziennie przeciętnie je się posiłki (w przybliżeniu)?;3.0;razy;codzienne;typowo
1213;W którym roku zrzucono bomby atomowe na Hiroszimę i Nagasaki?;1945.0;rok;historia;fakt
1214;Ile nocy jest w opowieści „Tysiąc i jedna noc”?;1001.0;nocy;popkultura/tytuły;fakt
1215;Ile wynosi 25% z 500?;125.0;jedn.;konwersje/procenty;wyliczone(≈)
1216;Jaka liczba występuje w tytule film „Ósma mila”?;8.0;liczba;popkultura/tytuły;fakt
1217;Ile płuc ma człowiek?;2.0;szt.;człowiek;fakt
1218;Ile minut trwa typowe słuchowisko/podcast (odcinek, w przybliżeniu)?;40.0;min;popkultura/podcasty;typowo
1219;Ile wynosi 66.7% z 120?;80.04;jedn.;konwersje/procenty;wyliczone(≈)
1220;Ile minut trwa 13 godziny?;780.0;min;konwersje/czas;wyliczone(≈)
1221;Ile lat żyje koliber (w przybliżeniu)?;5.0;lat;natura/zwierzęta;około
1222;Ile sekund trwa 1.5 godziny?;5400.0;s;konwersje/czas;wyliczone(≈)
1223;Ile kilogramów to 500 g?;0.5;kg;konwersje/masa;wyliczone(≈)
1224;Ile bitów ma standardowy kolor w RGBA8888?;32.0;bit;technologia/grafika;fakt
1225;Ile kolorów ma flaga USA?;3.0;szt.;geografia/symbole;fakt
1226;Jaka jest maksymalna/przybliżona prędkość komar?;2.0;km/h;natura/zwierzęta;około
1227;Ile dni ma standardowy urlop wypoczynkowy w wielu krajach (w przybliżeniu)?;20.0;dni;świat/społeczeństwo;około
1228;Ile ewangelii jest w Nowym Testamencie?;4.0;szt.;kultura/religia;fakt
1229;Ile sezonów ma typowy serial, który doczekał się syndykacji (w przybliżeniu)?;7.0;sezonów;popkultura/seriale;typowo
1230;Ile minut trwa 7.5 godziny?;450.0;min;konwersje/czas;wyliczone(≈)
1231;Ile minut trwa typowe przemówienie na weselu (w przybliżeniu)?;5.0;min;świat/społeczeństwo;typowo
1232;Ile minut trwa typowa sesja grania w grę planszową (w przybliżeniu)?;60.0;min;popkultura/gry;typowo
1233;Ile wynosi 25% z 120?;30.0;jedn.;konwersje/procenty;wyliczone(≈)
1234;Ile części ma saga Skywalkerów (epizody I–IX)?;9.0;szt.;popkultura/film;fakt
1235;Ile wynosi 5% z 20?;1.0;jedn.;konwersje/procenty;wyliczone(≈)
1236;W którym roku wydano pierwszą konsolę Atari 2600?;1977.0;rok;historia;fakt
1237;Jaka jest maksymalna/przybliżona prędkość tuńczyk?;75.0;km/h;natura/zwierzęta;około
1238;Ile metrów ma długość typowego przejścia dla pieszych (w przybliżeniu)?;8.0;m;miasto;typowo
1239;Ile dni trwa tydzień roboczy (pon–pt)?;5.0;dni;codzienne/praca;umownie
1240;Ile bajtów ma słowo 64‑bit?;8.0;B;technologia;fakt
1241;Ile gońców ma jedna strona w szachach na starcie?;2.0;szt.;gry/szachy;fakt
1242;Ile litrów to 200 ml?;0.2;l;konwersje/objętość;wyliczone(≈)
1243;Ile sekund trwa 7.5 godziny?;27000.0;s;konwersje/czas;wyliczone(≈)
1244;Jaka liczba występuje w tytule serial „24”?;24.0;liczba;popkultura/tytuły;fakt
1245;Ile metrow ma maksymalna długość kabla USB 2.0 bez aktywnego przedłużania (w przybliżeniu)?;5.0;m;technologia/hardware;typowo
1246;Ile godzin ma doba?;24.0;h;czas;fakt
1247;Ile minut trwa standardowy mecz hokeja (czas gry, bez przerw)?;60.0;min;sport/hokej;fakt
1248;Ile stron ma typowy regulamin aplikacji (w przybliżeniu)?;20.0;str.;świat/społeczeństwo;typowo
1249;Ile pytań pada w typowej ankiecie internetowej (w przybliżeniu)?;10.0;pytań;świat/społeczeństwo;typowo
1250;Ile kół ma samochód osobowy?;4.0;szt.;codzienne/ciekawostki;umownie
1251;W którym roku zadebiutował Android?;2008.0;rok;historia;fakt
1252;Ile boków ma prostokąt?;4.0;boków;ciekawostki/geometria;fakt
1253;Ile minut przestoju rocznie oznacza dostępność 99,99% (w przybliżeniu)?;52.56;min;technologia/SLA;wyliczone(≈)
1254;Ile dni trwa weekend?;2.0;dni;codzienne;umownie
1255;Ile wynosi 33.3% z 100?;33.3;jedn.;konwersje/procenty;wyliczone(≈)
1256;W którym roku ukazała się powieść „1984” Orwella?;1949.0;rok;historia;fakt
1257;W którym roku upadł Związek Radziecki (rozpad ZSRR)?;1991.0;rok;historia;fakt
1258;Ile minut trwa 8 godziny?;480.0;min;konwersje/czas;wyliczone(≈)
1259;Ile osób mieści typowa winda w biurowcu (w przybliżeniu)?;10.0;osób;świat/społeczeństwo;typowo
1260;Ilu zawodników gra na boisku w siatkówce (jedna drużyna)?;6.0;osób;sport/siatkówka;fakt
1261;Ile sekund trwa 23 minut?;1380.0;s;konwersje/czas;wyliczone(≈)
1262;Ile wierzchołków ma dodekaedr?;20.0;wierzchołków;ciekawostki/geometria;fakt
1263;W którym roku zadebiutował iPad?;2010.0;rok;historia;fakt
1264;Jaka liczba występuje w tytule książka „Trzech panów w łódce (nie licząc psa)”?;3.0;liczba;popkultura/tytuły;fakt
1265;Ile dni ma 3 tygodnie?;21.0;dni;konwersje/czas;wyliczone(≈)
1266;Jaka liczba występuje w tytule film „12”?;12.0;liczba;popkultura/tytuły;fakt
1267;Ile godzin dziennie przesypia typowy nastolatek (w przybliżeniu)?;9.0;h;człowiek;typowo
1268;Ile kolorów można zapisać w 24-bitowym RGB?;16777216.0;kolorów;technologia/grafika;wyliczone(≈)
1269;Jaka jest maksymalna/przybliżona prędkość słoń afrykański?;40.0;km/h;natura/zwierzęta;około
1270;Ile lat żyje nosorożec (w przybliżeniu)?;40.0;lat;natura/zwierzęta;około
1271;W którym roku miała miejsce bitwa pod Waterloo?;1815.0;rok;historia;fakt
1272;Ile zmysłów wymienia się klasycznie u człowieka?;5.0;szt.;człowiek;umownie
1273;Ile zapalonych świec jest na torcie 18-latka?;18.0;szt.;kultura/codzienne;umownie
1274;Ile mililitrów ma łyżeczka (umownie)?;5.0;ml;kuchnia/miary;umownie
1275;Jaka jest maksymalna/przybliżona prędkość koliber?;50.0;km/h;natura/zwierzęta;około
1276;Ile dni ustawowo ma tydzień pracy w standardzie (pon–pt)?;5.0;dni;świat/społeczeństwo;umownie
1277;Ile minut trwa typowa przerwa obiadowa w szkole (w przybliżeniu)?;20.0;min;świat/społeczeństwo;typowo
1278;Ile bajtów ma gibibajt (GiB)?;1073741824.0;B;technologia;fakt
1279;Ile punktów zdobywa się za rzut za 3 w koszykówce?;3.0;pkt;sport/koszykówka;fakt
1280;Ile pierścieni (Wielkich Pierścieni) jest w legendarium Tolkiena?;20.0;szt.;popkultura/fantasy;fakt
1281;W którym roku odbył się pierwszy lot człowieka balonem (około)?;1783.0;rok;historia;około
1282;Ile liczb jest w popularnym lotto (6 z 49) — ile kul łącznie??;49.0;liczb;gry;umownie
1283;Jaka liczba występuje w tytule film „127”?;127.0;liczba;popkultura/tytuły;fakt
1284;Ile łap ma owad?;6.0;szt.;natura/zwierzęta;fakt
1285;Ile metrów ma wysokość siatki w tenisie (na środku)?;0.914;m;sport/tenis;fakt
1286;Ile punktów zdobywa się za asa serwisowego w tenisie?;1.0;pkt;sport/tenis;umownie
1287;W którym roku człowiek po raz pierwszy poleciał w kosmos (Gagarin)?;1961.0;rok;historia;fakt
1288;Ile pierścieni obiecuje tytuł „Władca Pierścieni” (jeden)?;1.0;szt.;popkultura/fantasy;żart(umownie)
1289;Jaka liczba występuje w tytule film „22 Jump Street”?;22.0;liczba;popkultura/tytuły;fakt
1290;W którym roku rozpoczęła się budowa Kanału Panamskiego (amerykańska faza, około)?;1904.0;rok;historia;około
1291;W którym roku powstała pierwsza linia metra (Londyn)?;1863.0;rok;historia;fakt
1292;Ile kół ma rower?;2.0;szt.;codzienne/ciekawostki;umownie
1293;Ile mililitrów ma 1 litr?;1000.0;ml;jednostki;fakt
1294;Ile lat żyje wiewiórka (w przybliżeniu)?;6.0;lat;natura/zwierzęta;około
1295;Ile lat żyje ślimak (w przybliżeniu)?;3.0;lat;natura/zwierzęta;około
1296;Ile sekund ma miesiąc 30‑dniowy?;2592000.0;s;czas/ciekawostki;wyliczone(≈)
1297;Ile stron ma typowa powieść kryminalna (w przybliżeniu)?;350.0;str.;kultura/książki;typowo
1298;Ile sektorów ma tarcza do darta?;20.0;sektorów;sport/dart;fakt
1299;W którym roku ukazał się „Hobbit” (wydanie, około)?;1937.0;rok;historia;około
1300;W którym roku miał premierę film „Blade Runner”?;1982.0;rok;historia;fakt
1301;Ile minut trwa boarding samolotu (w przybliżeniu)?;30.0;min;podróże;typowo
1302;Ile sekund trwa typowy fragment „intro” w serialu (w przybliżeniu)?;30.0;s;popkultura/seriale;typowo
1303;Jaka jest maksymalna/przybliżona prędkość delfin?;35.0;km/h;natura/zwierzęta;około
1304;Ile minut trwa jedna kwarta w NBA?;12.0;min;sport/koszykówka;fakt
1305;Ile sekund trwa 120 minut?;7200.0;s;konwersje/czas;wyliczone(≈)
1306;Ile gramów to 5 kg?;5000.0;g;konwersje/masa;wyliczone(≈)
1307;Jaka liczba występuje w tytule film „9½ tygodnia”?;9.5;liczba;popkultura/tytuły;fakt
1308;Ile oceanów zwykle wyróżnia się na Ziemi?;5.0;szt.;geografia;umownie
1309;Ile miesięcy ma rok podatkowy (typowo)?;12.0;mies.;świat/społeczeństwo;typowo
1310;Ile bajtów zajmuje jedno zdjęcie 1920×1080 w RGBA (bez kompresji)?;8294400.0;B;technologia/grafika;wyliczone(≈)
1311;Ile sekund trwa 25 minut?;1500.0;s;konwersje/czas;wyliczone(≈)
1312;W którym roku miała miejsce rewolucja przemysłowa (początek, około)?;1760.0;rok;historia;około
1313;W którym roku otwarto wieżę Eiffla?;1889.0;rok;historia;fakt
1314;Jaka liczba występuje w tytule film „1408”?;1408.0;liczba;popkultura/tytuły;fakt
1315;Ile sekund trwa 10 minut?;600.0;s;konwersje/czas;wyliczone(≈)
1316;Ile cyfr ma liczba 1 000 000?;7.0;cyfr;matematyka;fakt
1317;Ile pierścieni ma legenda o „Trzech Pierścieniach” w bajkach (zwykle)?;3.0;szt.;popkultura/bajki;umownie
1318;Ile sekund trwa 2 godziny?;7200.0;s;konwersje/czas;wyliczone(≈)
1319;Ile części ma typowa „trylogia” książkowa?;3.0;szt.;popkultura/książki;umownie
1320;W którym roku rozpoczęła się Igrzyska Olimpijskie w Atenach (pierwsze nowożytne)?;1896.0;rok;historia;fakt
1321;Ile wynosi 66.7% z 20?;13.34;jedn.;konwersje/procenty;wyliczone(≈)
1322;Ile dni ma 8 tygodnie?;56.0;dni;konwersje/czas;wyliczone(≈)
1323;Ile pór dnia (rano, południe, popołudnie, wieczór, noc) wyróżnia się potocznie?;5.0;szt.;kultura/codzienne;umownie
1324;Ile małych świnek występuje w bajce o trzech świnkach?;3.0;szt.;popkultura/bajki;fakt
1325;Ile lat żyje koń (w przybliżeniu)?;25.0;lat;natura/zwierzęta;około
1326;Ile liter ma alfabet hebrajski (w przybliżeniu)?;22.0;szt.;język;fakt
1327;Ile pól ma klasyczne sudoku 9×9?;81.0;pól;gry/logika;wyliczone(≈)
1328;Ile lat trwa typowa studia magisterskie (po licencjacie)?;2.0;lata;świat/społeczeństwo;typowo
1329;Ile sekund trwa 5 godziny?;18000.0;s;konwersje/czas;wyliczone(≈)
1330;Ile wynosi 50% z 100?;50.0;jedn.;konwersje/procenty;wyliczone(≈)
1331;Ile minut trwa standardowy mecz hokeja na trawie (w przybliżeniu)?;60.0;min;sport;około
1332;Jaka liczba występuje w tytule film „96 godzin”?;96.0;liczba;popkultura/tytuły;fakt
1333;Jaka liczba występuje w tytule film „24”?;24.0;liczba;popkultura/tytuły;fakt
1334;Ile minut ma 5 dni?;7200.0;min;konwersje/czas;wyliczone(≈)
1335;Ile wynosi 80% z 120?;96.0;jedn.;konwersje/procenty;wyliczone(≈)
1336;Ile lat żyje tuńczyk (w przybliżeniu)?;15.0;lat;natura/zwierzęta;około
1337;Jaka liczba występuje w tytule film „102 dalmatyńczyki”?;102.0;liczba;popkultura/tytuły;fakt
1338;Jaka liczba występuje w tytule film „Fahrenheit 451”?;451.0;liczba;popkultura/tytuły;fakt
1339;Ile lat żyje kameleon (w przybliżeniu)?;5.0;lat;natura/zwierzęta;około
1340;Ile sekund trwa 2.5 godziny?;9000.0;s;konwersje/czas;wyliczone(≈)
1341;Ile miejsc ma standardowy zestaw do gry w bingo (75 lub 90) — ile w wersji 90??;90.0;liczb;gry;umownie
1342;Ile bajtów ma kilobajt w systemie dziesiętnym (kB)?;1000.0;B;technologia;umownie
1343;W którym roku wystartował Netflix jako wypożyczalnia DVD (około)?;1997.0;rok;historia;około
1344;Ile mililitrów to 5 l?;5000.0;ml;konwersje/objętość;wyliczone(≈)
1345;W którym roku miał premierę pierwszy film „Gwiezdne wojny” (A New Hope)?;1977.0;rok;historia;fakt
1346;Jaka jest maksymalna/przybliżona prędkość jeż?;10.0;km/h;natura/zwierzęta;około
1347;Ile metrów to 1 km?;1000.0;m;konwersje/dystans;wyliczone(≈)
1348;Ile krajów tworzy Beneluks?;3.0;szt.;geografia;fakt
1349;W którym roku zadebiutował pierwszy Macintosh?;1984.0;rok;historia;fakt
1350;Jaka jest maksymalna/przybliżona prędkość pies (chart)?;70.0;km/h;natura/zwierzęta;około
1351;W którym roku wybuchła I wojna światowa?;1914.0;rok;historia;fakt
1352;Ile miesięcy ma ciąża człowieka (w przybliżeniu)?;9.0;mies.;człowiek;około
1353;Ile ścian ma oktaedr?;8.0;ścian;ciekawostki/geometria;fakt
1354;Ile cyfr ma system ósemkowy (ile symboli)?;8.0;szt.;technologia;fakt
1355;Ile wynosi 20% z 120?;24.0;jedn.;konwersje/procenty;wyliczone(≈)
1356;Ile wynosi 12.5% z 100?;12.5;jedn.;konwersje/procenty;wyliczone(≈)
1357;Jaka liczba występuje w tytule film „Trzeci człowiek”?;3.0;liczba;popkultura/tytuły;fakt
1358;Ile mililitrów ma „szklanka” w tym micie (w przybliżeniu)?;250.0;ml;świat/zdrowie;umownie
1359;W którym roku powstał pierwszy laser (działający)?;1960.0;rok;historia;fakt
1360;Jaka liczba występuje w tytule film „13 duchów”?;13.0;liczba;popkultura/tytuły;fakt
1361;Ile metrów to 1.2 km?;1200.0;m;konwersje/dystans;wyliczone(≈)
1362;Jaka jest maksymalna/przybliżona prędkość mysz?;13.0;km/h;natura/zwierzęta;około
1363;Ile wynosi 5% z 200?;10.0;jedn.;konwersje/procenty;wyliczone(≈)
1364;Ile filmów obejmuje główna seria filmów „Harry Potter”?;8.0;szt.;popkultura/film;fakt
1365;W którym roku powstał system Git (pierwsze wydanie)?;2005.0;rok;historia;fakt
1366;W którym roku miał premierę pierwszy film „Harry Potter”?;2001.0;rok;historia;fakt
1367;Ile setów gra się w meczu siatkówki maksymalnie?;5.0;setów;sport/siatkówka;fakt
1368;Jaka liczba występuje w tytule film „16 przecznic”?;16.0;liczba;popkultura/tytuły;fakt
1369;Ile milimetrów to 5 m?;5000.0;mm;konwersje/dystans;wyliczone(≈)
1370;Ile minut trwa typowy blok reklamowy w TV (w przybliżeniu)?;5.0;min;media;typowo
1371;W którym roku wprowadzono euro jako walutę (w obiegu gotówkowym)?;2002.0;rok;historia;fakt
1372;Ile rozdziałów ma typowa powieść (w przybliżeniu)?;30.0;rozdz.;kultura/książki;typowo
1373;Ile minut ma 1 godzina?;60.0;min;technologia/czas;fakt
1374;Ile minut trwa standardowa przerwa na reklamy w godzinie TV (w przybliżeniu)?;12.0;min;media;typowo
1375;Ilu zawodników jest na boisku w baseballu (jedna drużyna)?;9.0;osób;sport/baseball;fakt
1376;Jaka jest maksymalna/przybliżona prędkość strus?;70.0;km/h;natura/zwierzęta;około
1377;Ile minut trwa 2.5 godziny?;150.0;min;konwersje/czas;wyliczone(≈)
1378;Ile metrów to 21.0975 km?;21097.5;m;konwersje/dystans;wyliczone(≈)
1379;W którym roku wynaleziono druk (Gutenberg, około)?;1450.0;rok;historia;około
1380;W którym roku miał premierę film „Gladiator”?;2000.0;rok;historia;fakt
1381;Ile pipsów (oczek) jest łącznie na wszystkich 6 ściankach kostki?;21.0;oczek;gry/logika;fakt
1382;Ile minut ma 7 dni?;10080.0;min;konwersje/czas;wyliczone(≈)
1383;Ile wynosi 10% z 10?;1.0;jedn.;konwersje/procenty;wyliczone(≈)
1384;Jaka liczba występuje w tytule film „21 Jump Street”?;21.0;liczba;popkultura/tytuły;fakt
1385;W którym roku ukazała się powieść „Drakula” Brama Stokera?;1897.0;rok;historia;fakt
1386;Ile litrów to 1000 ml?;1.0;l;konwersje/objętość;wyliczone(≈)
1387;Ile języków urzędowych ma Unia Europejska (w przybliżeniu)?;24.0;szt.;świat/język;stan(2025)
1388;Jaka liczba występuje w tytule film „13 dni”?;13.0;liczba;popkultura/tytuły;fakt
1389;Ile znaków (hex) ma skrót MD5?;32.0;znaków;technologia/bezpieczeństwo;fakt
1390;Ile bajtów ma 64‑bitowa liczba całkowita (int64)?;8.0;B;technologia;wyliczone(≈)
1391;Ile metrów to 1.6 km?;1600.0;m;konwersje/dystans;wyliczone(≈)
1392;Jaka jest maksymalna/przybliżona prędkość rekin biały?;56.0;km/h;natura/zwierzęta;około
1393;W którym roku ukazała się gra „The Witcher 3”?;2015.0;rok;historia;fakt
1394;Ile procent filmu zajmują napisy końcowe (w przybliżeniu)?;5.0;%;popkultura/film;około
1395;Ile strun ma altówka (w przybliżeniu)?;4.0;szt.;muzyka/ciekawostki;typowo
1396;Ile znaków ma alfabet Morse’a (litery A–Z)?;26.0;szt.;technologia/język;fakt
1397;Ile oczek ma suma ścian standardowej kostki do gry?;21.0;oczka;gry;fakt
1398;W którym roku zbudowano Stonehenge (główna faza, około)?;2500.0;rok p.n.e. (≈);historia;około
1399;Ile kierunków ma wiatr na klasycznej róży wiatrów (8 głównych)?;8.0;szt.;geografia;umownie
1400;Ile figur dworskich (walet, dama, król) jest w jednym kolorze kart?;3.0;szt.;gry/karty;fakt
1401;Ile wynosi 66.7% z 100?;66.7;jedn.;konwersje/procenty;wyliczone(≈)
1402;Ile minut ma 1 dni?;1440.0;min;konwersje/czas;wyliczone(≈)
1403;Ile milimetrów to 400 m?;400000.0;mm;konwersje/dystans;wyliczone(≈)
1404;Ile boków ma ośmiokąt?;8.0;boków;ciekawostki/geometria;fakt
1405;Ile metrów ma mila (w przybliżeniu)?;1609.34;m;jednostki;fakt
1406;Ile lat ważny jest paszport (typowo dla dorosłych, zależy od kraju)?;10.0;lat;podróże;typowo
1407;Ile wynosi 80% z 1000?;800.0;jedn.;konwersje/procenty;wyliczone(≈)
1408;Ile metrów to 0.5 km?;500.0;m;konwersje/dystans;wyliczone(≈)
1409;Jaka liczba występuje w tytule książka „Trzynaście bajek z królestwa Lailonii”?;13.0;liczba;popkultura/tytuły;fakt
1410;Ile bitów na sekundę ma 1 Mb/s (megabit na sekundę)?;1000000.0;bit/s;technologia/sieci;umownie
1411;W którym roku uruchomiono YouTube?;2005.0;rok;historia;fakt
1412;Ile sekund trwa 75 minut?;4500.0;s;konwersje/czas;wyliczone(≈)
1413;Ile osób w typowej wideokonferencji firmowej (w przybliżeniu)?;6.0;osób;technologia/praca;typowo
1414;Ile kanałów ma standardowy dźwięk 7.1?;8.0;kanałów;media/technologia;wyliczone(≈)
1415;Ile osób liczy G7?;7.0;państw;świat;fakt
1416;Ile komór ma serce człowieka?;4.0;szt.;człowiek;fakt
1417;Ile komór ma przeciętny mózg? (żart: bardzo dużo)?;86000000000.0;neurony;człowiek;około
1418;Ile wynosi 33.3% z 10?;3.33;jedn.;konwersje/procenty;wyliczone(≈)
1419;Ile ksiąg ma Odyseja (w klasycznym podziale)?;24.0;księgi;kultura/literatura;fakt
1420;Ile metrów ma dystans 100 metrów?;100.0;m;sport;fakt
1421;Ile cyfr ma kod PIN do karty (typowo)?;4.0;cyfry;technologia/codzienne;typowo
1422;Ile sekund trwa 30 minut?;1800.0;s;konwersje/czas;wyliczone(≈)
1423;Ile pikseli ma obraz 3840×2160 (4K UHD)?;8294400.0;pikseli;technologia/grafika;wyliczone(≈)
1424;Ile bitów ma kod koloru w RGB 8‑bit na kanał (łącznie)?;24.0;bit;technologia/grafika;fakt
1425;Ile gramów to 1.5 kg?;1500.0;g;konwersje/masa;wyliczone(≈)
1426;W którym roku odbyła się bitwa pod Grunwaldem?;1410.0;rok;historia;fakt
1427;Ile sekund trwa 12 godziny?;43200.0;s;konwersje/czas;wyliczone(≈)
1428;Ile stopni ma przybliżony kąt nachylenia bankingu w owalach? (żart: zależy, ok. 30);30.0;°;sport/motorsport;około
1429;Ile godzin ma 5 dni?;120.0;h;konwersje/czas;wyliczone(≈)
1430;Ile sekund trwa 3 minut?;180.0;s;konwersje/czas;wyliczone(≈)
1431;Ile terytoriów ma Kanada?;3.0;szt.;geografia;fakt
1432;Ile sekund trwa typowa animacja „GIF” w memach (w przybliżeniu)?;3.0;s;media;typowo
1433;Ile dwunastu miesięcy ma rok w kalendarzu gregoriańskim?;12.0;szt.;czas;fakt
1434;Ile lat ma „okrągłe” ćwierć wieku?;25.0;lat;czas;fakt
1435;Ile wynosi 12.5% z 20?;2.5;jedn.;konwersje/procenty;wyliczone(≈)
1436;Ile minut ma 10 dni?;14400.0;min;konwersje/czas;wyliczone(≈)
1437;Ile bitów ma nibble (półbajt)?;4.0;bit;technologia;fakt
1438;Ile kHz ma częstotliwość próbkowania CD‑Audio?;44.1;kHz;media/technologia;fakt
1439;Ile dni ma miesiąc z „30 dniami” (np. kwiecień)?;30.0;dni;czas;fakt
1440;Ile boków ma dziesięciokąt?;10.0;boków;ciekawostki/geometria;fakt
1441;Ile sekund trwa 13 godziny?;46800.0;s;konwersje/czas;wyliczone(≈)
1442;Ile minut trwa typowa przerwa na kawę („coffee break”) na konferencji?;15.0;min;świat/społeczeństwo;typowo
1443;Jaka liczba występuje w tytule film „1917”?;1917.0;liczba;popkultura/tytuły;fakt
1444;Ile boków ma kwadrat?;4.0;boków;ciekawostki/geometria;fakt
1445;Ile sylab ma haiku (w układzie 5-7-5)?;17.0;sylab;kultura/literatura;fakt
1446;Ile sekund trwa 27 minut?;1620.0;s;konwersje/czas;wyliczone(≈)
1447;Ile znaków ma heksadecymalny zapis bajtu (00–FF)?;2.0;znaki;technologia;fakt
1448;Ile minut trwa 9.5 godziny?;570.0;min;konwersje/czas;wyliczone(≈)
1449;Ile wierzchołków ma sześcian?;8.0;szt.;matematyka;fakt
1450;Ile zawodników jest na boisku w baseballu łącznie w danym momencie (obie drużyny)?;10.0;osób;sport/baseball;umownie
1451;Ile ścian ma kostka Rubika?;6.0;szt.;codzienne/ciekawostki;umownie
1452;Ile bitów ma liczba w standardowym IPv6?;128.0;bit;technologia/sieci;fakt
1453;Ile sekund trwa 3.5 godziny?;12600.0;s;konwersje/czas;wyliczone(≈)
1454;Ile sekund trwa 8 minut?;480.0;s;konwersje/czas;wyliczone(≈)
1455;Ile metrów ma standardowa długość boiska do koszykówki (FIBA)?;28.0;m;sport/koszykówka;fakt
1456;Ile znaków ma typowy hashtag # (bez #) w mediach społecznościowych (w przybliżeniu)?;10.0;znaków;media/technologia;typowo
1457;Ile sekund trwa żółte światło na sygnalizacji (w przybliżeniu)?;3.0;s;miasto;typowo
1458;Jaka liczba występuje w tytule film „30 dni mroku”?;30.0;liczba;popkultura/tytuły;fakt
1459;Ile kaw wypija się dziennie w Polsce/Europie na osobę (w przybliżeniu)?;2.0;kawy;świat/społeczeństwo;około
1460;Ile pionków ma gracz w warcabach na starcie?;12.0;szt.;gry;fakt
1461;Ile ścian ma tetraedr?;4.0;szt.;matematyka;fakt
1462;Ile bitów ma adres IPv4?;32.0;bit;technologia/sieci;fakt
1463;W którym roku wysłano pierwszego satelitę na orbitę (Sputnik 1)?;1957.0;rok;historia;fakt
1464;Ile sekund trwa 8 godziny?;28800.0;s;konwersje/czas;wyliczone(≈)
1465;Ile centymetrów to 100 m?;10000.0;cm;konwersje/dystans;wyliczone(≈)
1466;W którym roku ukazała się pierwsza książka o Harrym Potterze (tom 1)?;1997.0;rok;historia;fakt
1467;Ile minut trwa 3 godziny?;180.0;min;konwersje/czas;wyliczone(≈)
